delivery_id,order_id,driver_id,vehicle_id,assigned_date,actual_delivery_date,status,delivery_attempt,distance_km,delivery_duration_min
DLV00000865,DLVORD00002696,DRV00022,VEH0049,2023-12-02,2023-12-08,Delivered,1,11.15,61
DLV00000866,DLVORD00001165,DRV00030,VEH0001,2022-02-14,2022-02-14,Delivered,1,6.76,83
DLV00000867,DLVORD00002612,DRV00021,VEH0012,2024-04-27,2024-05-01,Delivered,1,24.08,26
DLV00000868,DLVORD00002524,DRV00018,VEH0042,2024-06-12,2024-06-20,Delivered,1,6.11,84
DLV00000869,DLVORD00001477,DRV00005,VEH0039,2024-09-02,2024-09-07,Delivered,1,3.32,7
DLV00000870,DLVORD00002782,DRV00009,VEH0011,2022-05-21,2022-05-24,Delivered,1,15.85,15
DLV00000871,DLVORD00001353,DRV00040,VEH0010,2022-09-07,2022-09-14,Delivered,1,8.77,37
DLV00000872,DLVORD00001749,DRV00034,VEH0029,2023-06-03,2023-06-07,Delivered,1,26.64,43
DLV00000873,DLVORD00002851,DRV00004,VEH0047,2024-06-08,2024-06-08,Delivered,1,14.76,38
DLV00000874,DLVORD00000049,DRV00046,VEH0029,2023-07-01,2023-07-02,Delivered,1,3.12,85
DLV00000875,DLVORD00001622,DRV00054,VEH0045,2024-08-06,2024-08-06,Delivered,1,14.72,46
DLV00000876,DLVORD00000047,DRV00033,VEH0037,2023-11-21,,Failed,1,8.66,80
DLV00000877,DLVORD00002067,DRV00042,VEH0010,2023-01-14,2023-01-19,Delivered,1,12.18,11
DLV00000878,DLVORD00000468,DRV00041,VEH0043,2024-02-15,,Failed,1,15.03,59
DLV00000879,DLVORD00000561,DRV00051,VEH0041,2023-07-13,,Pending,1,29.16,26
DLV00000880,DLVORD00002108,DRV00030,VEH0039,2023-03-24,,Rescheduled,2,23.75,36
DLV00000881,DLVORD00000959,DRV00012,VEH0042,2023-01-05,2023-01-05,Delivered,1,20.72,74
DLV00000882,DLVORD00002130,DRV00032,VEH0022,2024-09-20,2024-09-20,Delivered,1,24.9,83
DLV00000883,DLVORD00002770,DRV00025,VEH0050,2022-12-07,2022-12-07,Delivered,1,17.17,46
DLV00000884,DLVORD00001929,DRV00051,VEH0050,2024-08-18,2024-08-20,Delivered,1,27.73,37
DLV00000885,DLVORD00001760,DRV00074,VEH0042,2024-01-08,2024-01-08,Delivered,1,24.39,85
DLV00000886,DLVORD00000827,DRV00034,VEH0049,2024-01-11,2024-01-16,Delivered,1,27.54,46
DLV00000887,DLVORD00002176,DRV00068,VEH0003,2023-04-24,2023-04-24,Delivered,1,25.64,24
DLV00000888,DLVORD00002984,DRV00021,VEH0025,2022-08-17,2022-08-17,Delivered,1,14.9,77
DLV00000889,DLVORD00001636,DRV00051,VEH0046,2023-10-16,2023-10-16,Delivered,1,4.13,86
DLV00000890,DLVORD00000218,DRV00041,VEH0041,2024-07-16,2024-07-24,Delivered,1,9.85,69
DLV00000891,DLVORD00001956,DRV00009,VEH0032,2023-12-09,2023-12-10,Delivered,1,21.7,59
DLV00000892,DLVORD00000145,DRV00052,VEH0026,2023-12-20,2023-12-23,Delivered,1,8.26,89
DLV00000893,DLVORD00001945,DRV00013,VEH0017,2023-07-17,,Rescheduled,1,9.58,81
DLV00000894,DLVORD00002716,DRV00047,VEH0010,2024-01-27,2024-01-27,Delivered,1,12.61,37
DLV00000895,DLVORD00001328,DRV00048,VEH0028,2022-06-10,2022-06-11,Delivered,1,14.01,29
DLV00000896,DLVORD00002126,DRV00068,VEH0027,2024-01-29,2024-01-29,Delivered,1,13.15,43
DLV00000897,DLVORD00001708,DRV00050,VEH0034,2022-10-09,,Pending,1,22.95,23
DLV00000898,DLVORD00002728,DRV00080,VEH0034,2022-04-08,2022-04-13,Delivered,2,6.79,23
DLV00000899,DLVORD00002121,DRV00080,VEH0004,2024-06-17,2024-06-18,Delivered,2,22.27,83
DLV00000900,DLVORD00001732,DRV00034,VEH0021,2023-12-01,2023-12-01,Delivered,1,1.74,74
DLV00000901,DLVORD00002603,DRV00019,VEH0028,2024-12-05,2024-12-05,Delivered,1,7.29,43
DLV00000902,DLVORD00002958,DRV00028,VEH0036,2023-07-16,2023-07-16,Delivered,1,26.09,57
DLV00000903,DLVORD00001342,DRV00049,VEH0008,2022-05-21,2022-05-25,Delivered,1,19.2,32
DLV00000904,DLVORD00002456,DRV00015,VEH0016,2023-08-09,2023-08-21,Delivered,1,8.78,59
DLV00000905,DLVORD00002442,DRV00042,VEH0034,2024-06-28,2024-07-06,Delivered,1,10.63,74
DLV00000906,DLVORD00002568,DRV00028,VEH0040,2023-09-13,2023-09-17,Delivered,1,25.48,18
DLV00000907,DLVORD00002693,DRV00073,VEH0002,2024-09-15,2024-09-19,Delivered,1,5.09,77
DLV00000908,DLVORD00000051,DRV00022,VEH0042,2022-06-05,2022-06-08,Delivered,1,17.18,70
DLV00000909,DLVORD00001746,DRV00053,VEH0037,2023-03-02,2023-03-09,Delivered,1,20.81,71
DLV00000910,DLVORD00001276,DRV00028,VEH0038,2023-11-30,2023-12-02,Delivered,1,11.61,21
DLV00000911,DLVORD00002386,DRV00041,VEH0035,2024-06-23,2024-07-02,Delivered,1,5.04,33
DLV00000912,DLVORD00001994,DRV00062,VEH0040,2024-12-14,,Rescheduled,1,25.59,53
DLV00000913,DLVORD00000887,DRV00039,VEH0030,2022-03-07,,Rescheduled,1,21.82,48
DLV00000914,DLVORD00002878,DRV00043,VEH0049,2024-06-12,2024-06-12,Delivered,1,23.27,90
DLV00000915,DLVORD00000213,DRV00073,VEH0005,2022-08-15,,Rescheduled,1,21.47,62
DLV00000916,DLVORD00001366,DRV00012,VEH0020,2023-08-21,,Failed,1,22.3,72
DLV00000917,DLVORD00002189,DRV00070,VEH0011,2022-07-18,2022-07-23,Delivered,1,4.36,9
DLV00000918,DLVORD00001480,DRV00051,VEH0011,2024-01-13,2024-01-17,Delivered,2,1.32,32
DLV00000919,DLVORD00002398,DRV00016,VEH0014,2024-05-21,2024-05-21,Delivered,1,14.06,86
DLV00000920,DLVORD00001098,DRV00011,VEH0043,2024-11-16,2024-11-17,Delivered,1,21.31,15
DLV00000921,DLVORD00001561,DRV00078,VEH0008,2024-02-15,2024-02-15,Delivered,1,21.93,33
DLV00000922,DLVORD00000295,DRV00059,VEH0050,2024-04-19,2024-04-19,Delivered,1,12.91,19
DLV00000923,DLVORD00002104,DRV00037,VEH0018,2024-02-28,2024-02-28,Delivered,1,23.42,44
DLV00000924,DLVORD00000543,DRV00065,VEH0030,2023-12-30,2023-12-30,Delivered,1,18.4,60
DLV00000925,DLVORD00002741,DRV00034,VEH0029,2023-06-23,,Rescheduled,1,16.0,71
DLV00000926,DLVORD00002782,DRV00025,VEH0023,2022-05-23,2022-05-23,Delivered,1,26.17,27
DLV00000927,DLVORD00001790,DRV00023,VEH0013,2023-12-13,2023-12-13,Delivered,1,16.78,44
DLV00000928,DLVORD00000527,DRV00027,VEH0018,2023-06-21,2023-06-21,Delivered,1,11.24,68
DLV00000929,DLVORD00001179,DRV00023,VEH0003,2022-03-02,2022-03-02,Delivered,1,10.62,56
DLV00000930,DLVORD00002003,DRV00034,VEH0023,2023-12-11,2023-12-16,Delivered,1,8.63,29
DLV00000931,DLVORD00000971,DRV00064,VEH0019,2024-03-21,2024-03-21,Delivered,1,5.07,7
DLV00000932,DLVORD00000691,DRV00012,VEH0019,2024-04-28,2024-05-06,Delivered,1,16.99,13
DLV00000933,DLVORD00002962,DRV00043,VEH0015,2023-09-26,2023-09-26,Delivered,1,22.16,73
DLV00000934,DLVORD00002718,DRV00047,VEH0026,2024-12-13,2024-12-13,Delivered,1,23.26,53
DLV00000935,DLVORD00000062,DRV00015,VEH0027,2022-02-07,2022-02-07,Delivered,1,16.85,82
DLV00000936,DLVORD00002221,DRV00018,VEH0035,2024-01-25,2024-01-25,Delivered,1,4.51,16
DLV00000937,DLVORD00001749,DRV00073,VEH0032,2023-06-05,2023-06-05,Delivered,1,26.89,25
DLV00000938,DLVORD00000913,DRV00069,VEH0013,2024-06-10,2024-06-10,Delivered,1,23.2,46
DLV00000939,DLVORD00001994,DRV00040,VEH0049,2024-12-14,2024-12-15,Delivered,1,26.28,24
DLV00000940,DLVORD00002069,DRV00031,VEH0024,2023-04-11,2023-04-11,Delivered,1,7.71,26
DLV00000941,DLVORD00001721,DRV00057,VEH0007,2024-10-22,,Failed,1,14.98,38
DLV00000942,DLVORD00000479,DRV00047,VEH0009,2024-08-26,,Pending,1,27.12,75
DLV00000943,DLVORD00000008,DRV00009,VEH0046,2022-01-21,,Failed,1,1.88,78
DLV00000944,DLVORD00002148,DRV00030,VEH0010,2022-04-30,,Rescheduled,1,25.22,27
DLV00000945,DLVORD00001088,DRV00012,VEH0008,2023-10-31,,Failed,1,17.33,78
DLV00000946,DLVORD00000417,DRV00002,VEH0030,2023-10-02,,Failed,2,25.94,15
DLV00000947,DLVORD00000301,DRV00022,VEH0016,2024-04-01,2024-04-02,Delivered,1,23.33,42
DLV00000948,DLVORD00000731,DRV00039,VEH0010,2022-10-23,,Rescheduled,1,21.16,44
DLV00000949,DLVORD00001734,DRV00010,VEH0028,2024-03-22,2024-03-23,Delivered,1,15.04,75
DLV00000950,DLVORD00000532,DRV00015,VEH0037,2022-05-04,2022-05-10,Delivered,1,15.67,31
DLV00000951,DLVORD00001729,DRV00047,VEH0041,2023-01-29,,Pending,1,10.9,10
DLV00000952,DLVORD00000790,DRV00052,VEH0032,2022-12-26,,Rescheduled,1,28.06,10
DLV00000953,DLVORD00002715,DRV00057,VEH0036,2024-01-12,2024-01-12,Delivered,1,7.16,27
DLV00000954,DLVORD00000418,DRV00015,VEH0002,2024-04-25,2024-05-02,Delivered,1,23.52,76
DLV00000955,DLVORD00002882,DRV00016,VEH0039,2024-09-11,2024-09-12,Delivered,1,7.47,13
DLV00000956,DLVORD00001749,DRV00068,VEH0050,2023-06-03,,Pending,1,25.96,38
DLV00000957,DLVORD00002484,DRV00080,VEH0027,2023-03-10,2023-03-17,Delivered,1,19.6,17
DLV00000958,DLVORD00002439,DRV00074,VEH0023,2024-11-03,2024-11-03,Delivered,1,13.11,25
DLV00000959,DLVORD00002686,DRV00039,VEH0004,2023-10-12,2023-10-12,Delivered,1,20.55,63
DLV00000960,DLVORD00002482,DRV00011,VEH0014,2023-10-09,,Rescheduled,1,26.95,10
DLV00000961,DLVORD00001733,DRV00018,VEH0046,2024-04-20,2024-04-20,Delivered,1,8.21,23
DLV00000962,DLVORD00001418,DRV00046,VEH0018,2022-02-22,,Rescheduled,1,9.61,36
DLV00000963,DLVORD00000113,DRV00037,VEH0005,2024-02-22,,Failed,1,28.59,36
DLV00000964,DLVORD00001608,DRV00032,VEH0035,2023-03-25,,Rescheduled,1,13.25,83
DLV00000965,DLVORD00002344,DRV00067,VEH0050,2024-11-06,,Failed,1,13.94,27
DLV00000966,DLVORD00001100,DRV00010,VEH0027,2023-07-08,,Failed,1,19.1,86
DLV00000967,DLVORD00000411,DRV00031,VEH0024,2024-11-02,2024-11-02,Delivered,1,11.6,20
DLV00000968,DLVORD00000878,DRV00023,VEH0019,2023-12-31,2023-12-31,Delivered,1,15.94,42
DLV00000969,DLVORD00001697,DRV00062,VEH0021,2024-05-17,2024-05-17,Delivered,1,28.3,39
DLV00000970,DLVORD00000548,DRV00015,VEH0046,2022-06-27,2022-07-02,Delivered,1,21.28,5
DLV00000971,DLVORD00000228,DRV00060,VEH0045,2024-03-08,2024-03-08,Delivered,1,5.23,18
DLV00000972,DLVORD00002172,DRV00052,VEH0031,2023-12-03,2023-12-03,Delivered,1,26.65,85
DLV00000973,DLVORD00001700,DRV00068,VEH0011,2022-11-21,2022-11-21,Delivered,1,1.86,51
DLV00000974,DLVORD00002992,DRV00005,VEH0044,2023-05-23,2023-05-23,Delivered,1,2.18,32
DLV00000975,DLVORD00002759,DRV00043,VEH0008,2024-07-30,,Rescheduled,1,6.69,32
DLV00000976,DLVORD00001294,DRV00026,VEH0046,2024-08-09,2024-08-17,Delivered,1,28.16,82
DLV00000977,DLVORD00002506,DRV00063,VEH0011,2023-04-11,,Pending,1,21.34,72
DLV00000978,DLVORD00002103,DRV00040,VEH0050,2022-08-17,2022-08-17,Delivered,1,27.08,87
DLV00000979,DLVORD00001141,DRV00061,VEH0017,2023-07-01,2023-07-01,Delivered,1,11.69,29
DLV00000980,DLVORD00002945,DRV00047,VEH0022,2022-10-04,2022-10-04,Delivered,1,17.49,70
DLV00000981,DLVORD00001175,DRV00046,VEH0006,2022-12-20,,Pending,1,10.33,31
DLV00000982,DLVORD00001644,DRV00074,VEH0012,2024-07-11,,Rescheduled,1,7.0,41
DLV00000983,DLVORD00001156,DRV00028,VEH0042,2023-09-29,2023-10-03,Delivered,1,18.31,32
DLV00000984,DLVORD00002631,DRV00020,VEH0013,2023-10-29,2023-10-29,Delivered,1,24.88,28
DLV00000985,DLVORD00001800,DRV00036,VEH0045,2022-03-12,2022-03-17,Delivered,1,16.63,84
DLV00000986,DLVORD00001202,DRV00020,VEH0028,2024-12-12,2024-12-13,Delivered,1,16.48,90
DLV00000987,DLVORD00002921,DRV00064,VEH0023,2024-05-30,,Rescheduled,1,20.13,51
DLV00000988,DLVORD00001009,DRV00012,VEH0003,2023-05-01,2023-05-02,Delivered,1,13.33,25
DLV00000989,DLVORD00000903,DRV00012,VEH0036,2024-01-21,2024-01-21,Delivered,1,20.54,31
DLV00000990,DLVORD00001384,DRV00080,VEH0033,2023-07-25,2023-07-27,Delivered,1,20.42,6
DLV00000991,DLVORD00002104,DRV00019,VEH0019,2024-02-27,,Pending,1,14.15,16
DLV00000992,DLVORD00000368,DRV00035,VEH0024,2024-10-11,,Rescheduled,1,24.61,24
DLV00000993,DLVORD00001645,DRV00016,VEH0024,2023-08-15,2023-08-16,Delivered,1,7.22,62
DLV00000994,DLVORD00002507,DRV00078,VEH0017,2024-08-17,2024-08-17,Delivered,1,11.24,58
DLV00000995,DLVORD00000293,DRV00032,VEH0020,2022-08-10,2022-08-10,Delivered,1,26.28,18
DLV00000996,DLVORD00001325,DRV00014,VEH0045,2022-11-01,2022-11-01,Delivered,1,3.76,6
DLV00000997,DLVORD00000482,DRV00057,VEH0039,2024-02-29,,Failed,1,5.86,71
DLV00000998,DLVORD00001837,DRV00054,VEH0021,2024-10-19,,Pending,1,20.8,69
DLV00000999,DLVORD00000257,DRV00057,VEH0006,2022-01-09,2022-01-09,Delivered,1,2.07,12
DLV00001000,DLVORD00000937,DRV00067,VEH0013,2023-10-20,,Rescheduled,1,26.74,73
DLV00001001,DLVORD00002789,DRV00011,VEH0033,2023-07-10,,Pending,1,13.07,27
DLV00001002,DLVORD00002970,DRV00014,VEH0013,2023-06-19,2023-06-19,Delivered,1,6.04,52
DLV00001003,DLVORD00001231,DRV00015,VEH0025,2022-12-13,2022-12-15,Delivered,1,16.03,84
DLV00001004,DLVORD00000400,DRV00050,VEH0005,2024-07-03,2024-07-03,Delivered,1,11.86,59
DLV00001005,DLVORD00001105,DRV00019,VEH0032,2024-01-01,2024-01-07,Delivered,1,1.45,65
DLV00001006,DLVORD00001013,DRV00067,VEH0021,2022-09-04,2022-09-04,Delivered,1,24.06,67
DLV00001007,DLVORD00001499,DRV00009,VEH0034,2023-11-04,2023-11-06,Delivered,1,26.73,37
DLV00001008,DLVORD00000930,DRV00056,VEH0014,2023-05-01,2023-05-01,Delivered,1,18.45,52
DLV00001009,DLVORD00001837,DRV00043,VEH0019,2024-10-19,2024-10-19,Delivered,2,27.89,62
DLV00001010,DLVORD00001118,DRV00015,VEH0040,2023-08-12,2023-08-12,Delivered,1,23.52,76
DLV00001011,DLVORD00000018,DRV00003,VEH0023,2023-09-20,2023-09-20,Delivered,1,14.67,11
DLV00001012,DLVORD00002531,DRV00070,VEH0044,2024-09-01,,Pending,1,17.48,75
DLV00001013,DLVORD00001283,DRV00034,VEH0015,2022-10-18,2022-10-18,Delivered,1,18.35,18
DLV00001014,DLVORD00000949,DRV00062,VEH0043,2024-09-17,2024-09-18,Delivered,1,26.65,89
DLV00001015,DLVORD00000737,DRV00034,VEH0011,2023-03-13,,Failed,1,26.95,43
DLV00001016,DLVORD00002295,DRV00060,VEH0036,2023-01-22,2023-01-23,Delivered,1,6.5,55
DLV00001017,DLVORD00002063,DRV00057,VEH0040,2023-09-08,2023-09-08,Delivered,1,22.75,46
DLV00001018,DLVORD00000818,DRV00011,VEH0033,2024-05-01,,Rescheduled,1,2.9,15
DLV00001019,DLVORD00001615,DRV00037,VEH0028,2023-08-19,2023-08-26,Delivered,1,8.68,13
DLV00001020,DLVORD00002580,DRV00031,VEH0047,2023-11-06,2023-11-06,Delivered,1,27.14,19
DLV00001021,DLVORD00002129,DRV00018,VEH0044,2024-03-22,2024-03-22,Delivered,1,8.94,68
DLV00001022,DLVORD00000082,DRV00014,VEH0028,2023-03-27,2023-03-27,Delivered,1,10.63,51
DLV00001023,DLVORD00001425,DRV00011,VEH0049,2023-06-23,2023-06-23,Delivered,1,9.04,48
DLV00001024,DLVORD00000972,DRV00075,VEH0001,2023-05-29,2023-06-01,Delivered,1,19.99,47
DLV00001025,DLVORD00002470,DRV00016,VEH0006,2023-07-26,2023-07-27,Delivered,1,7.93,24
DLV00001026,DLVORD00000044,DRV00069,VEH0046,2023-11-12,2023-11-26,Delivered,1,6.28,22
DLV00001027,DLVORD00002881,DRV00002,VEH0031,2024-07-22,2024-07-23,Delivered,1,7.23,21
DLV00001028,DLVORD00002449,DRV00028,VEH0003,2023-02-28,2023-03-02,Delivered,1,12.66,68
DLV00001029,DLVORD00002000,DRV00071,VEH0005,2023-09-28,2023-09-28,Delivered,1,28.42,30
DLV00001030,DLVORD00001806,DRV00022,VEH0037,2023-06-26,2023-06-27,Delivered,1,2.24,8
DLV00001031,DLVORD00002260,DRV00023,VEH0039,2023-04-10,2023-04-18,Delivered,1,21.74,31
DLV00001032,DLVORD00002741,DRV00027,VEH0010,2023-06-22,2023-06-30,Delivered,1,3.47,5
DLV00001033,DLVORD00001781,DRV00047,VEH0012,2023-09-16,,Pending,1,13.47,88
DLV00001034,DLVORD00001972,DRV00026,VEH0001,2023-11-08,,Pending,1,16.42,9
DLV00001035,DLVORD00000962,DRV00049,VEH0041,2024-12-30,2024-12-30,Delivered,1,9.63,40
DLV00001036,DLVORD00000039,DRV00016,VEH0030,2024-09-01,,Pending,1,29.01,11
DLV00001037,DLVORD00001708,DRV00080,VEH0008,2022-10-09,,Rescheduled,1,27.38,67
DLV00001038,DLVORD00002084,DRV00070,VEH0016,2024-10-24,2024-11-03,Delivered,1,22.82,84
DLV00001039,DLVORD00000423,DRV00061,VEH0027,2024-01-19,2024-01-19,Delivered,1,12.08,84
DLV00001040,DLVORD00000844,DRV00018,VEH0031,2024-12-17,2024-12-17,Delivered,1,28.78,32
DLV00001041,DLVORD00000140,DRV00015,VEH0034,2022-12-24,2023-01-02,Delivered,1,24.77,52
DLV00001042,DLVORD00002817,DRV00057,VEH0031,2023-07-28,2023-07-28,Delivered,1,8.5,9
DLV00001043,DLVORD00002333,DRV00010,VEH0041,2024-04-29,2024-04-30,Delivered,1,5.05,88
DLV00001044,DLVORD00000416,DRV00054,VEH0040,2024-10-09,,Pending,1,14.85,52
DLV00001045,DLVORD00002223,DRV00063,VEH0033,2024-07-10,2024-07-10,Delivered,1,19.01,90
DLV00001046,DLVORD00000480,DRV00049,VEH0025,2024-01-29,2024-02-05,Delivered,1,25.97,84
DLV00001047,DLVORD00001660,DRV00011,VEH0012,2024-11-22,2024-11-22,Delivered,1,28.2,75
DLV00001048,DLVORD00000437,DRV00044,VEH0003,2024-08-24,2024-08-27,Delivered,1,23.35,84
DLV00001049,DLVORD00001942,DRV00032,VEH0048,2024-04-24,2024-04-25,Delivered,1,22.29,36
DLV00001050,DLVORD00000950,DRV00016,VEH0015,2023-05-19,2023-05-23,Delivered,1,27.81,23
DLV00001051,DLVORD00001964,DRV00078,VEH0015,2024-07-01,2024-07-01,Delivered,1,3.4,26
DLV00001052,DLVORD00001444,DRV00037,VEH0038,2023-07-05,,Rescheduled,1,13.02,83
DLV00001053,DLVORD00000354,DRV00003,VEH0002,2023-06-26,2023-06-26,Delivered,1,21.64,54
DLV00001054,DLVORD00001667,DRV00066,VEH0040,2023-12-26,,Pending,1,6.42,46
DLV00001055,DLVORD00000710,DRV00069,VEH0025,2024-02-07,2024-02-09,Delivered,1,10.93,60
DLV00001056,DLVORD00001259,DRV00061,VEH0001,2022-04-20,2022-04-20,Delivered,1,27.53,39
DLV00001057,DLVORD00001644,DRV00049,VEH0018,2024-07-11,2024-07-11,Delivered,1,24.97,82
DLV00001058,DLVORD00002812,DRV00031,VEH0043,2023-08-13,,Failed,1,19.64,41
DLV00001059,DLVORD00001363,DRV00040,VEH0009,2022-04-27,2022-05-02,Delivered,1,27.76,31
DLV00001060,DLVORD00002433,DRV00052,VEH0001,2023-10-20,2023-10-20,Delivered,2,29.0,78
DLV00001061,DLVORD00000199,DRV00049,VEH0013,2022-05-02,2022-05-03,Delivered,1,17.51,84
DLV00001062,DLVORD00000220,DRV00013,VEH0023,2024-03-19,2024-03-28,Delivered,1,7.15,66
DLV00001063,DLVORD00001341,DRV00022,VEH0050,2024-06-06,2024-06-06,Delivered,2,27.26,16
DLV00001064,DLVORD00000244,DRV00021,VEH0022,2024-01-23,2024-01-25,Delivered,1,14.79,49
DLV00001065,DLVORD00001032,DRV00010,VEH0007,2023-10-30,2023-10-30,Delivered,1,5.06,19
DLV00001066,DLVORD00001929,DRV00074,VEH0005,2024-08-19,2024-08-21,Delivered,1,5.89,89
DLV00001067,DLVORD00000433,DRV00036,VEH0022,2023-12-12,2023-12-12,Delivered,1,20.47,70
DLV00001068,DLVORD00000714,DRV00015,VEH0032,2024-11-14,2024-11-16,Delivered,1,15.91,26
DLV00001069,DLVORD00001242,DRV00051,VEH0033,2022-11-17,2022-11-17,Delivered,1,24.42,5
DLV00001070,DLVORD00001917,DRV00035,VEH0018,2024-07-31,2024-08-02,Delivered,1,20.03,53
DLV00001071,DLVORD00001884,DRV00061,VEH0023,2024-06-17,2024-06-25,Delivered,1,21.89,76
DLV00001072,DLVORD00002050,DRV00005,VEH0001,2024-12-10,2024-12-11,Delivered,1,28.32,66
DLV00001073,DLVORD00001720,DRV00016,VEH0040,2024-11-27,,Rescheduled,1,17.15,90
DLV00001074,DLVORD00000943,DRV00069,VEH0030,2024-03-23,2024-03-23,Delivered,2,22.39,13
DLV00001075,DLVORD00000512,DRV00047,VEH0003,2024-06-15,2024-06-15,Delivered,1,14.72,52
DLV00001076,DLVORD00002784,DRV00034,VEH0040,2023-09-08,2023-09-08,Delivered,1,28.78,44
DLV00001077,DLVORD00002552,DRV00021,VEH0008,2023-11-25,2023-11-27,Delivered,1,22.63,79
DLV00001078,DLVORD00000115,DRV00033,VEH0049,2024-10-12,2024-10-12,Delivered,1,19.29,90
DLV00001079,DLVORD00002313,DRV00059,VEH0019,2024-01-16,2024-01-16,Delivered,1,29.24,78
DLV00001080,DLVORD00001186,DRV00075,VEH0043,2024-04-08,,Rescheduled,1,1.22,55
DLV00001081,DLVORD00000555,DRV00023,VEH0046,2023-12-10,2023-12-11,Delivered,1,17.31,56
DLV00001082,DLVORD00002581,DRV00055,VEH0048,2023-04-02,,Failed,1,8.68,30
DLV00001083,DLVORD00001187,DRV00047,VEH0034,2024-03-24,2024-04-04,Delivered,1,7.97,60
DLV00001084,DLVORD00002631,DRV00018,VEH0044,2023-10-30,2023-10-30,Delivered,1,21.15,52
DLV00001085,DLVORD00001784,DRV00032,VEH0038,2022-04-23,2022-04-23,Delivered,1,28.76,18
DLV00001086,DLVORD00001114,DRV00011,VEH0001,2023-08-03,2023-08-11,Delivered,1,29.88,17
DLV00001087,DLVORD00002805,DRV00025,VEH0018,2023-07-01,2023-07-01,Delivered,1,29.64,40
DLV00001088,DLVORD00002652,DRV00011,VEH0045,2022-08-02,2022-08-02,Delivered,1,23.09,89
DLV00001089,DLVORD00001425,DRV00042,VEH0047,2023-06-21,2023-06-21,Delivered,1,8.66,60
DLV00001090,DLVORD00001045,DRV00070,VEH0034,2024-10-06,2024-10-06,Delivered,1,27.79,11
DLV00001091,DLVORD00001101,DRV00061,VEH0044,2023-03-31,2023-03-31,Delivered,1,19.32,82
DLV00001092,DLVORD00001840,DRV00059,VEH0029,2024-02-16,,Pending,1,18.07,49
DLV00001093,DLVORD00001510,DRV00018,VEH0039,2023-03-30,2023-03-31,Delivered,1,5.72,60
DLV00001094,DLVORD00002343,DRV00065,VEH0021,2023-05-20,,Failed,1,21.99,9
DLV00001095,DLVORD00002024,DRV00042,VEH0021,2022-08-09,,Failed,1,11.27,16
DLV00001096,DLVORD00001536,DRV00068,VEH0042,2022-08-22,,Rescheduled,1,13.33,75
DLV00001097,DLVORD00000504,DRV00032,VEH0030,2023-08-06,2023-08-07,Delivered,1,21.4,56
DLV00001098,DLVORD00002552,DRV00034,VEH0016,2023-11-24,,Pending,1,14.8,49
DLV00001099,DLVORD00002240,DRV00049,VEH0015,2023-08-24,2023-08-30,Delivered,1,10.38,39
DLV00001100,DLVORD00000868,DRV00027,VEH0029,2022-12-29,2022-12-29,Delivered,1,24.92,76
DLV00001101,DLVORD00002147,DRV00039,VEH0030,2023-05-30,2023-05-30,Delivered,1,26.61,84
DLV00001102,DLVORD00002862,DRV00041,VEH0023,2024-06-16,2024-06-17,Delivered,1,17.17,79
DLV00001103,DLVORD00002934,DRV00015,VEH0018,2024-03-11,2024-03-17,Delivered,1,23.75,69
DLV00001104,DLVORD00001362,DRV00079,VEH0048,2024-05-18,2024-05-18,Delivered,1,5.32,17
DLV00001105,DLVORD00000114,DRV00048,VEH0033,2023-09-05,2023-09-07,Delivered,1,2.51,8
DLV00001106,DLVORD00000305,DRV00044,VEH0021,2024-11-03,2024-11-03,Delivered,1,7.29,40
DLV00001107,DLVORD00002617,DRV00049,VEH0046,2022-08-24,2022-08-25,Delivered,1,22.38,18
DLV00001108,DLVORD00000313,DRV00075,VEH0033,2023-01-23,2023-01-29,Delivered,2,1.81,9
DLV00001109,DLVORD00000261,DRV00056,VEH0027,2023-08-06,2023-08-07,Delivered,1,28.53,53
DLV00001110,DLVORD00000120,DRV00074,VEH0018,2022-01-13,2022-01-13,Delivered,1,11.14,37
DLV00001111,DLVORD00001090,DRV00037,VEH0006,2023-12-26,2023-12-30,Delivered,1,3.79,8
DLV00001112,DLVORD00002477,DRV00075,VEH0037,2023-10-09,2023-10-14,Delivered,1,20.82,47
DLV00001113,DLVORD00000490,DRV00027,VEH0047,2023-07-26,2023-07-27,Delivered,1,15.61,21
DLV00001114,DLVORD00002366,DRV00065,VEH0027,2022-12-05,2022-12-05,Delivered,1,6.46,53
DLV00001115,DLVORD00002828,DRV00015,VEH0047,2023-09-13,2023-09-15,Delivered,1,25.28,10
DLV00001116,DLVORD00002094,DRV00026,VEH0034,2023-08-11,2023-08-20,Delivered,1,25.11,51
DLV00001117,DLVORD00001032,DRV00019,VEH0012,2023-10-28,2023-11-01,Delivered,1,29.93,22
DLV00001118,DLVORD00002608,DRV00023,VEH0038,2024-04-11,,Pending,1,19.72,15
DLV00001119,DLVORD00001714,DRV00046,VEH0034,2022-09-23,2022-09-23,Delivered,1,17.53,20
DLV00001120,DLVORD00001231,DRV00020,VEH0005,2022-12-14,2022-12-14,Delivered,1,27.45,45
DLV00001121,DLVORD00001834,DRV00039,VEH0002,2023-06-04,2023-06-04,Delivered,1,24.99,8
DLV00001122,DLVORD00002656,DRV00006,VEH0035,2024-05-15,2024-05-24,Delivered,1,20.3,17
DLV00001123,DLVORD00000089,DRV00032,VEH0006,2022-02-27,2022-03-04,Delivered,1,26.05,13
