order_id,customer_id,order_date,delivery_zone_id,package_weight_kg,service_type,priority,total_value
DLVORD00000781,DLVCUST0000306,2024-01-08,ZONE0004,10.42,Same Day,High,4045.69
DLVORD00000782,DLVCUST0000384,2023-09-05,ZONE0018,8.84,Next Day,High,4195.15
DLVORD00000783,DLVCUST0000341,2023-11-13,ZONE0019,42.05,Express,High,2815.6
DLVORD00000784,DLVCUST0000376,2022-10-25,ZONE0017,18.27,Economy,Normal,1661.6
DLVORD00000785,DLVCUST0000187,2022-02-20,ZONE0012,15.51,Economy,Urgent,360.94
DLVORD00000786,DLVCUST0000052,2024-12-13,ZONE0013,15.79,Standard,High,977.18
DLVORD00000787,DLVCUST0000295,2023-12-13,ZONE0004,32.6,Same Day,Normal,4751.19
DLVORD00000788,DLVCUST0000333,2022-12-26,ZONE0005,13.89,Same Day,High,4540.91
DLVORD00000789,DLVCUST0000094,2024-04-28,ZONE0006,8.44,Same Day,Urgent,1023.61
DLVORD00000790,DLVCUST0000389,2022-12-26,ZONE0017,33.81,Next Day,High,3930.38
DLVORD00000791,DLVCUST0000267,2022-08-29,ZONE0010,21.95,Standard,High,2646.59
DLVORD00000792,DLVCUST0000293,2023-07-05,ZONE0008,30.41,Economy,Normal,2499.6
DLVORD00000793,DLVCUST0000164,2022-11-06,ZONE0006,43.07,Express,Normal,1375.1
DLVORD00000794,DLVCUST0000377,2024-08-05,ZONE0001,19.09,Standard,High,3461.06
DLVORD00000795,DLVCUST0000023,2024-01-16,ZONE0004,41.59,Economy,Urgent,1141.77
DLVORD00000796,DLVCUST0000241,2024-12-10,ZONE0004,43.71,Express,High,19.32
DLVORD00000797,DLVCUST0000182,2022-08-29,ZONE0020,48.22,Express,Urgent,3514.84
DLVORD00000798,DLVCUST0000021,2024-04-29,ZONE0019,36.08,Economy,Normal,381.02
DLVORD00000799,DLVCUST0000370,2023-02-08,ZONE0018,49.88,Same Day,Normal,3121.45
DLVORD00000800,DLVCUST0000261,2022-12-21,ZONE0005,29.6,Economy,Urgent,1953.6
DLVORD00000801,DLVCUST0000246,2022-11-04,ZONE0020,13.39,Next Day,Normal,2782.41
DLVORD00000802,DLVCUST0000025,2024-05-28,ZONE0005,4.11,Same Day,Normal,4942.66
DLVORD00000803,DLVCUST0000081,2024-05-16,ZONE0007,44.44,Same Day,High,4462.02
DLVORD00000804,DLVCUST0000165,2024-05-25,ZONE0014,48.86,Next Day,High,2115.17
DLVORD00000805,DLVCUST0000156,2023-11-18,ZONE0002,2.83,Same Day,Urgent,3244.11
DLVORD00000806,DLVCUST0000391,2023-02-16,ZONE0010,46.1,Economy,Urgent,2503.51
DLVORD00000807,DLVCUST0000352,2023-03-01,ZONE0005,3.0,Same Day,Normal,2812.75
DLVORD00000808,DLVCUST0000062,2024-12-13,ZONE0001,36.08,Standard,High,3362.64
DLVORD00000809,DLVCUST0000334,2022-10-23,ZONE0010,48.1,Economy,Normal,2303.88
DLVORD00000810,DLVCUST0000340,2024-04-05,ZONE0004,41.84,Economy,Normal,590.12
DLVORD00000811,DLVCUST0000380,2024-07-03,ZONE0004,1.99,Standard,Normal,451.36
DLVORD00000812,DLVCUST0000234,2022-06-09,ZONE0012,40.63,Next Day,High,4316.61
DLVORD00000813,DLVCUST0000266,2024-06-10,ZONE0007,18.68,Standard,High,4318.57
DLVORD00000814,DLVCUST0000360,2024-07-04,ZONE0006,32.78,Next Day,High,2671.31
DLVORD00000815,DLVCUST0000066,2024-10-19,ZONE0011,13.9,Express,High,1214.07
DLVORD00000816,DLVCUST0000354,2023-08-19,ZONE0011,21.78,Standard,Normal,2605.09
DLVORD00000817,DLVCUST0000063,2023-03-21,ZONE0014,19.75,Economy,Urgent,3337.63
DLVORD00000818,DLVCUST0000376,2024-05-01,ZONE0017,31.06,Standard,Urgent,3450.81
DLVORD00000819,DLVCUST0000243,2022-07-01,ZONE0002,32.19,Next Day,Normal,1499.9
DLVORD00000820,DLVCUST0000017,2024-03-27,ZONE0008,45.96,Same Day,Urgent,4658.36
DLVORD00000821,DLVCUST0000358,2024-07-24,ZONE0018,19.6,Economy,High,4827.14
DLVORD00000822,DLVCUST0000055,2023-12-28,ZONE0019,31.35,Next Day,High,689.27
DLVORD00000823,DLVCUST0000035,2023-12-31,ZONE0004,24.55,Same Day,High,299.4
DLVORD00000824,DLVCUST0000198,2023-07-07,ZONE0004,38.22,Express,Normal,2133.11
DLVORD00000825,DLVCUST0000120,2022-02-17,ZONE0001,4.06,Same Day,Normal,1548.24
DLVORD00000826,DLVCUST0000020,2022-09-21,ZONE0020,25.72,Economy,Normal,3595.65
DLVORD00000827,DLVCUST0000129,2024-01-11,ZONE0013,14.11,Economy,Normal,3297.79
DLVORD00000828,DLVCUST0000045,2023-06-22,ZONE0016,35.67,Economy,High,4786.06
DLVORD00000829,DLVCUST0000394,2024-06-24,ZONE0012,9.41,Same Day,Urgent,3389.92
DLVORD00000830,DLVCUST0000003,2024-03-02,ZONE0018,21.72,Economy,Normal,2858.0
DLVORD00000831,DLVCUST0000384,2022-11-16,ZONE0018,38.98,Express,High,1092.43
DLVORD00000832,DLVCUST0000181,2024-04-18,ZONE0005,44.95,Express,Normal,56.92
DLVORD00000833,DLVCUST0000373,2024-12-04,ZONE0009,33.53,Economy,Urgent,1396.16
DLVORD00000834,DLVCUST0000316,2023-12-12,ZONE0016,13.56,Standard,Normal,2113.55
DLVORD00000835,DLVCUST0000157,2023-06-28,ZONE0013,40.09,Standard,High,1364.66
DLVORD00000836,DLVCUST0000143,2023-10-03,ZONE0012,2.51,Same Day,Urgent,4030.67
DLVORD00000837,DLVCUST0000180,2023-05-27,ZONE0006,25.12,Express,Normal,717.53
DLVORD00000838,DLVCUST0000249,2024-06-01,ZONE0016,6.47,Next Day,High,1078.27
DLVORD00000839,DLVCUST0000160,2023-12-28,ZONE0009,26.56,Next Day,High,236.03
DLVORD00000840,DLVCUST0000342,2023-03-15,ZONE0001,37.47,Next Day,Urgent,4179.28
DLVORD00000841,DLVCUST0000395,2024-11-17,ZONE0009,0.73,Express,High,2727.04
DLVORD00000842,DLVCUST0000192,2022-08-25,ZONE0002,43.97,Same Day,Normal,195.73
DLVORD00000843,DLVCUST0000235,2023-12-16,ZONE0012,19.69,Next Day,Normal,2588.93
DLVORD00000844,DLVCUST0000147,2024-12-15,ZONE0016,39.02,Same Day,High,3462.79
DLVORD00000845,DLVCUST0000288,2022-02-19,ZONE0016,40.22,Same Day,Normal,1170.51
DLVORD00000846,DLVCUST0000283,2023-12-10,ZONE0013,38.9,Next Day,Normal,1855.37
DLVORD00000847,DLVCUST0000260,2024-06-01,ZONE0004,24.94,Next Day,Urgent,1531.55
DLVORD00000848,DLVCUST0000097,2023-06-19,ZONE0020,25.31,Economy,Urgent,1119.78
DLVORD00000849,DLVCUST0000390,2024-11-29,ZONE0003,10.78,Next Day,High,2331.15
DLVORD00000850,DLVCUST0000383,2023-04-04,ZONE0009,6.55,Express,Normal,3190.14
DLVORD00000851,DLVCUST0000179,2022-10-18,ZONE0002,32.09,Standard,Normal,1837.24
DLVORD00000852,DLVCUST0000233,2023-11-25,ZONE0010,16.41,Same Day,Urgent,4957.12
DLVORD00000853,DLVCUST0000183,2023-11-05,ZONE0013,17.74,Economy,High,4338.68
DLVORD00000854,DLVCUST0000169,2022-07-24,ZONE0016,1.63,Economy,Normal,413.5
DLVORD00000855,DLVCUST0000354,2024-12-29,ZONE0011,43.35,Economy,Normal,2528.24
DLVORD00000856,DLVCUST0000163,2023-04-15,ZONE0001,10.29,Next Day,Normal,289.26
DLVORD00000857,DLVCUST0000116,2022-01-22,ZONE0005,35.09,Next Day,Normal,492.72
DLVORD00000858,DLVCUST0000161,2023-09-12,ZONE0009,8.46,Next Day,High,4695.81
DLVORD00000859,DLVCUST0000245,2024-08-01,ZONE0012,29.83,Standard,Urgent,3473.78
DLVORD00000860,DLVCUST0000043,2023-02-25,ZONE0012,11.75,Express,Normal,276.75
DLVORD00000861,DLVCUST0000347,2023-06-14,ZONE0015,13.15,Express,Urgent,1610.55
DLVORD00000862,DLVCUST0000065,2024-03-20,ZONE0002,33.81,Same Day,Urgent,4710.1
DLVORD00000863,DLVCUST0000212,2022-09-10,ZONE0016,15.84,Economy,Normal,1072.58
DLVORD00000864,DLVCUST0000087,2022-08-11,ZONE0001,14.55,Express,Normal,3014.19
DLVORD00000865,DLVCUST0000211,2022-09-02,ZONE0014,14.36,Economy,Normal,2549.33
DLVORD00000866,DLVCUST0000051,2023-05-17,ZONE0016,3.33,Economy,Normal,597.21
DLVORD00000867,DLVCUST0000047,2023-03-27,ZONE0017,41.53,Economy,Urgent,2959.68
DLVORD00000868,DLVCUST0000206,2022-12-28,ZONE0005,36.66,Express,High,77.59
DLVORD00000869,DLVCUST0000007,2023-10-09,ZONE0020,27.79,Express,Normal,2682.62
DLVORD00000870,DLVCUST0000147,2024-11-08,ZONE0016,10.36,Express,Normal,4560.28
DLVORD00000871,DLVCUST0000226,2023-08-01,ZONE0002,3.97,Next Day,High,1857.69
DLVORD00000872,DLVCUST0000165,2024-09-17,ZONE0014,8.8,Next Day,High,1601.02
DLVORD00000873,DLVCUST0000319,2024-07-31,ZONE0006,11.34,Economy,High,491.3
DLVORD00000874,DLVCUST0000164,2023-04-29,ZONE0006,18.93,Express,Normal,3098.66
DLVORD00000875,DLVCUST0000288,2024-05-12,ZONE0016,25.26,Same Day,High,3382.4
DLVORD00000876,DLVCUST0000268,2023-06-13,ZONE0009,15.5,Next Day,Normal,3032.73
DLVORD00000877,DLVCUST0000055,2023-09-19,ZONE0019,11.94,Economy,Urgent,2188.84
DLVORD00000878,DLVCUST0000142,2023-12-29,ZONE0002,19.07,Same Day,High,641.16
DLVORD00000879,DLVCUST0000338,2024-02-17,ZONE0004,0.37,Express,Normal,3012.72
DLVORD00000880,DLVCUST0000171,2022-03-04,ZONE0015,40.22,Express,High,3350.56
DLVORD00000881,DLVCUST0000014,2023-04-28,ZONE0019,14.37,Standard,High,4461.03
DLVORD00000882,DLVCUST0000121,2024-12-24,ZONE0015,35.46,Economy,High,4858.69
DLVORD00000883,DLVCUST0000080,2022-04-05,ZONE0005,21.44,Standard,Urgent,2045.09
DLVORD00000884,DLVCUST0000213,2023-05-28,ZONE0011,13.01,Next Day,Normal,4876.79
DLVORD00000885,DLVCUST0000377,2024-06-21,ZONE0001,17.74,Same Day,Urgent,1219.94
DLVORD00000886,DLVCUST0000043,2022-07-28,ZONE0012,39.43,Next Day,High,3556.27
DLVORD00000887,DLVCUST0000164,2022-03-07,ZONE0006,31.63,Next Day,Normal,2652.17
DLVORD00000888,DLVCUST0000080,2024-07-19,ZONE0005,11.01,Economy,High,4672.35
DLVORD00000889,DLVCUST0000124,2024-04-13,ZONE0017,40.3,Express,High,4392.41
DLVORD00000890,DLVCUST0000172,2022-10-13,ZONE0020,13.74,Same Day,Urgent,3004.41
DLVORD00000891,DLVCUST0000273,2024-02-09,ZONE0006,6.17,Next Day,Urgent,2005.97
DLVORD00000892,DLVCUST0000389,2023-08-25,ZONE0017,12.9,Next Day,Normal,2460.36
DLVORD00000893,DLVCUST0000375,2023-09-09,ZONE0007,2.58,Standard,Normal,3892.8
DLVORD00000894,DLVCUST0000042,2022-01-07,ZONE0016,20.56,Same Day,High,2959.9
DLVORD00000895,DLVCUST0000319,2024-05-03,ZONE0006,11.69,Express,Normal,435.31
DLVORD00000896,DLVCUST0000396,2024-02-13,ZONE0003,5.88,Economy,Urgent,129.08
DLVORD00000897,DLVCUST0000057,2024-12-02,ZONE0017,37.8,Same Day,Normal,1510.17
DLVORD00000898,DLVCUST0000328,2022-05-26,ZONE0019,22.98,Same Day,Normal,3185.9
DLVORD00000899,DLVCUST0000378,2022-06-27,ZONE0019,44.13,Express,High,3657.7
DLVORD00000900,DLVCUST0000235,2024-09-08,ZONE0012,45.71,Economy,Normal,2794.29
DLVORD00000901,DLVCUST0000295,2024-08-31,ZONE0004,31.94,Next Day,High,3939.84
DLVORD00000902,DLVCUST0000049,2023-04-21,ZONE0008,9.09,Standard,High,1551.48
DLVORD00000903,DLVCUST0000140,2024-01-19,ZONE0006,44.44,Next Day,Normal,4115.54
DLVORD00000904,DLVCUST0000074,2024-07-03,ZONE0001,20.68,Economy,Urgent,1460.91
DLVORD00000905,DLVCUST0000328,2023-12-06,ZONE0019,40.2,Same Day,Urgent,4899.28
DLVORD00000906,DLVCUST0000283,2024-02-12,ZONE0013,19.38,Same Day,High,3670.54
DLVORD00000907,DLVCUST0000291,2024-01-15,ZONE0007,42.15,Economy,High,1296.75
DLVORD00000908,DLVCUST0000203,2024-04-22,ZONE0004,17.28,Standard,Urgent,2154.13
DLVORD00000909,DLVCUST0000151,2024-07-18,ZONE0020,32.92,Economy,Normal,1238.41
DLVORD00000910,DLVCUST0000021,2023-09-23,ZONE0019,27.52,Next Day,Urgent,4159.99
DLVORD00000911,DLVCUST0000215,2024-07-11,ZONE0002,27.57,Same Day,High,1159.75
DLVORD00000912,DLVCUST0000044,2022-08-05,ZONE0015,40.43,Express,Normal,1719.85
DLVORD00000913,DLVCUST0000281,2024-06-08,ZONE0010,18.88,Next Day,High,3124.29
DLVORD00000914,DLVCUST0000138,2024-07-08,ZONE0005,23.91,Standard,Urgent,4387.46
DLVORD00000915,DLVCUST0000022,2023-07-01,ZONE0003,1.83,Standard,Urgent,4642.81
DLVORD00000916,DLVCUST0000086,2024-12-07,ZONE0006,36.2,Next Day,High,114.48
DLVORD00000917,DLVCUST0000248,2023-06-30,ZONE0011,46.92,Next Day,Normal,3370.12
DLVORD00000918,DLVCUST0000288,2023-07-23,ZONE0016,2.51,Same Day,Normal,1838.27
DLVORD00000919,DLVCUST0000105,2024-04-06,ZONE0009,5.01,Economy,Urgent,227.75
DLVORD00000920,DLVCUST0000341,2022-03-17,ZONE0019,17.41,Same Day,Normal,4274.17
DLVORD00000921,DLVCUST0000214,2022-03-13,ZONE0015,36.1,Economy,Urgent,718.72
DLVORD00000922,DLVCUST0000328,2024-03-04,ZONE0019,0.69,Economy,Urgent,1001.85
DLVORD00000923,DLVCUST0000215,2024-08-16,ZONE0002,22.69,Express,High,478.1
DLVORD00000924,DLVCUST0000139,2023-12-16,ZONE0002,42.71,Economy,Urgent,3603.36
DLVORD00000925,DLVCUST0000110,2024-11-20,ZONE0014,33.1,Next Day,Urgent,2230.27
DLVORD00000926,DLVCUST0000270,2024-11-08,ZONE0013,42.44,Next Day,High,867.46
DLVORD00000927,DLVCUST0000069,2024-05-07,ZONE0018,20.35,Next Day,Urgent,2791.56
DLVORD00000928,DLVCUST0000026,2023-10-16,ZONE0019,49.0,Standard,High,1912.75
DLVORD00000929,DLVCUST0000306,2023-10-06,ZONE0004,48.54,Next Day,High,4774.47
DLVORD00000930,DLVCUST0000347,2023-05-01,ZONE0015,34.72,Same Day,Urgent,3939.37
DLVORD00000931,DLVCUST0000276,2022-03-24,ZONE0003,5.85,Same Day,Normal,4106.83
DLVORD00000932,DLVCUST0000209,2023-10-14,ZONE0013,36.36,Next Day,Urgent,1016.61
DLVORD00000933,DLVCUST0000202,2024-04-15,ZONE0018,21.25,Next Day,Normal,537.16
DLVORD00000934,DLVCUST0000014,2023-11-03,ZONE0019,16.35,Same Day,High,1861.33
DLVORD00000935,DLVCUST0000392,2023-01-06,ZONE0014,20.15,Economy,Urgent,4694.86
DLVORD00000936,DLVCUST0000311,2023-02-11,ZONE0006,6.51,Express,Normal,859.47
DLVORD00000937,DLVCUST0000342,2023-10-20,ZONE0001,10.18,Standard,High,1551.15
DLVORD00000938,DLVCUST0000271,2023-08-06,ZONE0003,10.68,Economy,High,2520.5
DLVORD00000939,DLVCUST0000098,2023-05-25,ZONE0017,6.47,Next Day,High,1034.48
DLVORD00000940,DLVCUST0000056,2024-11-05,ZONE0004,4.26,Standard,Urgent,1202.22
DLVORD00000941,DLVCUST0000058,2023-09-27,ZONE0018,15.1,Express,Urgent,3411.55
DLVORD00000942,DLVCUST0000108,2023-06-07,ZONE0012,31.16,Economy,Normal,3820.68
DLVORD00000943,DLVCUST0000305,2024-03-21,ZONE0013,6.79,Standard,Urgent,2702.33
DLVORD00000944,DLVCUST0000085,2024-12-10,ZONE0010,12.35,Standard,High,4867.56
DLVORD00000945,DLVCUST0000236,2023-09-19,ZONE0016,25.14,Economy,Urgent,2945.44
DLVORD00000946,DLVCUST0000284,2023-08-18,ZONE0011,40.16,Economy,Normal,3944.95
DLVORD00000947,DLVCUST0000184,2024-04-08,ZONE0012,37.27,Next Day,Urgent,3417.26
DLVORD00000948,DLVCUST0000081,2023-01-28,ZONE0007,48.98,Standard,Normal,2584.77
DLVORD00000949,DLVCUST0000005,2024-09-16,ZONE0002,45.3,Standard,High,4965.94
DLVORD00000950,DLVCUST0000014,2023-05-19,ZONE0019,10.6,Next Day,Normal,3197.7
DLVORD00000951,DLVCUST0000116,2024-10-23,ZONE0005,41.53,Economy,Urgent,1049.02
DLVORD00000952,DLVCUST0000240,2023-09-27,ZONE0008,19.02,Express,High,4303.99
DLVORD00000953,DLVCUST0000157,2024-12-08,ZONE0013,1.51,Economy,Normal,3140.55
DLVORD00000954,DLVCUST0000203,2023-10-28,ZONE0004,40.7,Express,High,2416.0
DLVORD00000955,DLVCUST0000174,2023-01-07,ZONE0006,21.75,Same Day,Normal,1721.42
DLVORD00000956,DLVCUST0000047,2023-04-29,ZONE0017,17.39,Express,Urgent,2209.73
DLVORD00000957,DLVCUST0000085,2023-07-16,ZONE0010,22.89,Economy,Normal,4834.03
DLVORD00000958,DLVCUST0000387,2022-10-12,ZONE0018,22.7,Next Day,Normal,2940.36
DLVORD00000959,DLVCUST0000128,2023-01-03,ZONE0019,48.1,Next Day,Normal,3019.76
DLVORD00000960,DLVCUST0000394,2023-10-20,ZONE0012,36.76,Express,Normal,163.86
DLVORD00000961,DLVCUST0000254,2024-01-11,ZONE0002,3.74,Economy,Normal,125.5
DLVORD00000962,DLVCUST0000206,2024-12-30,ZONE0005,13.29,Same Day,Normal,3154.88
DLVORD00000963,DLVCUST0000170,2022-11-27,ZONE0013,46.79,Same Day,High,1212.69
DLVORD00000964,DLVCUST0000209,2023-08-03,ZONE0013,27.73,Economy,High,4787.9
DLVORD00000965,DLVCUST0000186,2024-06-26,ZONE0001,41.78,Standard,High,4740.03
DLVORD00000966,DLVCUST0000205,2023-02-05,ZONE0013,8.42,Next Day,Urgent,1576.76
DLVORD00000967,DLVCUST0000371,2024-08-09,ZONE0005,15.36,Express,Normal,2528.47
DLVORD00000968,DLVCUST0000018,2023-08-23,ZONE0013,11.93,Same Day,Normal,3134.75
DLVORD00000969,DLVCUST0000382,2024-05-21,ZONE0006,6.3,Same Day,Normal,2244.54
DLVORD00000970,DLVCUST0000352,2024-02-02,ZONE0005,20.56,Standard,High,1505.18
DLVORD00000971,DLVCUST0000059,2024-03-19,ZONE0005,16.5,Same Day,Normal,3555.57
DLVORD00000972,DLVCUST0000034,2023-05-28,ZONE0004,48.61,Standard,Urgent,1799.74
DLVORD00000973,DLVCUST0000161,2024-02-25,ZONE0009,32.59,Express,Normal,78.08
DLVORD00000974,DLVCUST0000289,2022-07-10,ZONE0012,9.39,Next Day,High,2259.55
DLVORD00000975,DLVCUST0000323,2022-03-04,ZONE0007,0.44,Same Day,Normal,647.63
DLVORD00000976,DLVCUST0000360,2023-06-29,ZONE0006,4.76,Standard,Normal,2721.1
DLVORD00000977,DLVCUST0000225,2023-05-12,ZONE0011,46.44,Standard,Normal,4806.53
DLVORD00000978,DLVCUST0000106,2024-10-27,ZONE0019,15.26,Next Day,High,1957.17
DLVORD00000979,DLVCUST0000041,2023-01-29,ZONE0008,4.6,Next Day,Urgent,3382.8
DLVORD00000980,DLVCUST0000130,2023-08-05,ZONE0008,26.85,Standard,Urgent,499.78
DLVORD00000981,DLVCUST0000356,2023-09-01,ZONE0014,15.27,Same Day,Urgent,1431.6
DLVORD00000982,DLVCUST0000034,2023-10-08,ZONE0004,46.21,Same Day,Normal,1850.24
DLVORD00000983,DLVCUST0000235,2023-12-21,ZONE0012,32.08,Express,High,2177.55
DLVORD00000984,DLVCUST0000367,2022-06-06,ZONE0003,17.84,Next Day,High,1238.61
DLVORD00000985,DLVCUST0000224,2024-05-28,ZONE0016,27.78,Express,Urgent,1624.29
DLVORD00000986,DLVCUST0000271,2024-06-04,ZONE0003,18.03,Economy,Normal,2242.23
DLVORD00000987,DLVCUST0000351,2024-07-07,ZONE0009,8.07,Express,High,4824.67
DLVORD00000988,DLVCUST0000169,2022-08-16,ZONE0016,15.35,Same Day,Normal,3020.95
DLVORD00000989,DLVCUST0000135,2022-11-15,ZONE0018,2.41,Express,High,1202.67
DLVORD00000990,DLVCUST0000129,2024-07-29,ZONE0013,46.75,Same Day,Urgent,4953.65
DLVORD00000991,DLVCUST0000058,2024-05-07,ZONE0018,13.9,Standard,Urgent,2235.82
DLVORD00000992,DLVCUST0000218,2022-03-25,ZONE0003,24.18,Standard,High,2898.57
DLVORD00000993,DLVCUST0000096,2022-04-18,ZONE0005,22.75,Next Day,Normal,1544.02
DLVORD00000994,DLVCUST0000105,2024-04-14,ZONE0009,45.65,Same Day,Urgent,2377.19
DLVORD00000995,DLVCUST0000185,2023-11-17,ZONE0007,0.17,Same Day,Urgent,3108.39
DLVORD00000996,DLVCUST0000014,2023-04-12,ZONE0019,1.57,Express,Urgent,449.02
DLVORD00000997,DLVCUST0000005,2023-07-04,ZONE0002,2.34,Same Day,High,121.41
DLVORD00000998,DLVCUST0000082,2022-12-02,ZONE0010,23.93,Express,High,3022.22
DLVORD00000999,DLVCUST0000366,2024-07-28,ZONE0016,26.98,Express,High,2786.67
DLVORD00001000,DLVCUST0000039,2022-09-30,ZONE0012,45.19,Standard,High,2892.28
DLVORD00001001,DLVCUST0000168,2024-04-14,ZONE0018,26.28,Next Day,Urgent,64.6
DLVORD00001002,DLVCUST0000049,2023-02-23,ZONE0008,39.32,Same Day,High,3728.7
DLVORD00001003,DLVCUST0000227,2022-02-04,ZONE0011,33.32,Same Day,Normal,1087.52
DLVORD00001004,DLVCUST0000040,2024-08-05,ZONE0005,35.38,Next Day,High,1826.9
DLVORD00001005,DLVCUST0000141,2023-05-28,ZONE0012,22.3,Express,High,3815.35
DLVORD00001006,DLVCUST0000150,2024-02-29,ZONE0013,3.96,Same Day,High,3360.41
DLVORD00001007,DLVCUST0000083,2024-05-08,ZONE0020,33.53,Economy,Normal,4220.32
DLVORD00001008,DLVCUST0000237,2023-07-11,ZONE0001,29.01,Standard,High,1425.4
DLVORD00001009,DLVCUST0000295,2023-05-01,ZONE0004,8.78,Next Day,High,857.05
DLVORD00001010,DLVCUST0000055,2024-03-23,ZONE0019,42.43,Standard,Normal,3087.63
DLVORD00001011,DLVCUST0000371,2024-10-15,ZONE0005,42.66,Same Day,Normal,821.32
DLVORD00001012,DLVCUST0000262,2023-10-04,ZONE0005,7.68,Next Day,Urgent,3279.09
DLVORD00001013,DLVCUST0000108,2022-09-02,ZONE0012,21.6,Next Day,High,4408.81
DLVORD00001014,DLVCUST0000059,2023-07-10,ZONE0005,4.51,Standard,Urgent,3239.1
DLVORD00001015,DLVCUST0000204,2024-11-09,ZONE0005,29.71,Same Day,Urgent,1922.37
DLVORD00001016,DLVCUST0000217,2024-04-18,ZONE0003,28.34,Express,Normal,2782.31
DLVORD00001017,DLVCUST0000385,2022-03-30,ZONE0018,19.07,Same Day,High,2353.84
DLVORD00001018,DLVCUST0000305,2023-06-06,ZONE0013,29.02,Economy,High,1713.44
DLVORD00001019,DLVCUST0000248,2022-11-10,ZONE0011,48.76,Economy,Normal,144.07
DLVORD00001020,DLVCUST0000260,2023-06-21,ZONE0004,27.68,Express,Normal,2045.99
DLVORD00001021,DLVCUST0000192,2023-11-17,ZONE0002,14.59,Standard,High,2042.27
DLVORD00001022,DLVCUST0000131,2024-10-16,ZONE0005,12.92,Express,High,3929.91
DLVORD00001023,DLVCUST0000326,2024-02-27,ZONE0014,48.8,Next Day,Normal,2803.19
DLVORD00001024,DLVCUST0000315,2023-09-02,ZONE0011,28.85,Express,Normal,4410.55
DLVORD00001025,DLVCUST0000129,2024-11-22,ZONE0013,37.78,Next Day,High,4298.3
DLVORD00001026,DLVCUST0000341,2024-10-29,ZONE0019,31.67,Economy,Urgent,4398.55
DLVORD00001027,DLVCUST0000149,2023-05-08,ZONE0005,11.04,Same Day,Urgent,4204.55
DLVORD00001028,DLVCUST0000305,2024-04-15,ZONE0013,1.96,Next Day,Normal,538.3
DLVORD00001029,DLVCUST0000318,2023-04-03,ZONE0017,23.84,Economy,High,1441.75
DLVORD00001030,DLVCUST0000007,2024-01-14,ZONE0020,14.21,Economy,High,4779.64
DLVORD00001031,DLVCUST0000368,2023-05-19,ZONE0019,14.54,Standard,High,1907.26
DLVORD00001032,DLVCUST0000116,2023-10-28,ZONE0005,27.19,Standard,Urgent,975.1
DLVORD00001033,DLVCUST0000322,2024-05-28,ZONE0017,30.41,Standard,High,4313.98
DLVORD00001034,DLVCUST0000188,2023-02-23,ZONE0014,19.84,Economy,Normal,3562.69
DLVORD00001035,DLVCUST0000353,2023-01-04,ZONE0005,30.45,Economy,Normal,2075.32
DLVORD00001036,DLVCUST0000079,2022-03-09,ZONE0012,11.79,Standard,Urgent,411.43
DLVORD00001037,DLVCUST0000182,2022-11-07,ZONE0020,33.38,Economy,High,3498.18
DLVORD00001038,DLVCUST0000177,2023-04-11,ZONE0005,19.21,Express,Urgent,2274.59
DLVORD00001039,DLVCUST0000299,2023-12-03,ZONE0018,43.73,Standard,Normal,3932.59
DLVORD00001040,DLVCUST0000383,2023-03-09,ZONE0009,9.13,Express,Urgent,3382.85
DLVORD00001041,DLVCUST0000189,2024-05-01,ZONE0020,0.3,Economy,High,4454.04
DLVORD00001042,DLVCUST0000279,2023-04-05,ZONE0010,27.76,Standard,Normal,3267.33
DLVORD00001043,DLVCUST0000050,2024-07-23,ZONE0013,3.35,Same Day,Normal,3242.16
DLVORD00001044,DLVCUST0000207,2022-03-21,ZONE0013,41.79,Economy,High,1629.81
DLVORD00001045,DLVCUST0000171,2024-10-06,ZONE0015,41.71,Next Day,Normal,1836.78
DLVORD00001046,DLVCUST0000300,2023-03-04,ZONE0003,42.66,Next Day,Urgent,4074.96
DLVORD00001047,DLVCUST0000261,2024-08-15,ZONE0005,0.18,Standard,Urgent,4830.05
DLVORD00001048,DLVCUST0000182,2024-02-14,ZONE0020,27.56,Express,High,2916.89
DLVORD00001049,DLVCUST0000311,2023-11-03,ZONE0006,41.69,Standard,Normal,2780.59
DLVORD00001050,DLVCUST0000179,2022-01-13,ZONE0002,32.78,Next Day,Normal,3310.0
DLVORD00001051,DLVCUST0000266,2023-04-15,ZONE0007,23.8,Economy,Normal,4233.38
DLVORD00001052,DLVCUST0000175,2022-03-27,ZONE0003,8.04,Economy,Urgent,1531.32
DLVORD00001053,DLVCUST0000289,2022-04-19,ZONE0012,15.03,Express,Normal,4336.42
DLVORD00001054,DLVCUST0000330,2024-09-18,ZONE0006,31.55,Same Day,Normal,3129.22
DLVORD00001055,DLVCUST0000294,2024-12-19,ZONE0002,46.79,Standard,Urgent,3342.78
DLVORD00001056,DLVCUST0000003,2022-08-19,ZONE0018,30.93,Express,Normal,240.95
DLVORD00001057,DLVCUST0000347,2023-11-29,ZONE0015,43.42,Economy,High,4904.13
DLVORD00001058,DLVCUST0000114,2023-06-02,ZONE0013,33.38,Economy,Normal,3278.71
DLVORD00001059,DLVCUST0000388,2023-02-12,ZONE0014,37.35,Express,High,159.29
DLVORD00001060,DLVCUST0000262,2023-07-22,ZONE0005,35.6,Standard,Normal,3871.61
DLVORD00001061,DLVCUST0000283,2024-02-23,ZONE0013,40.05,Economy,High,4749.03
